Data/Hora,Protocolo,IP Origem,Porta Origem,IP Destino,Porta Destino,Tamanho
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,12340,172.31.66.101,12601,1468
2025-11-20 18:44:02,TCP,151.101.250.132,13621,172.31.66.101,25445,1468
2025-11-20 18:44:02,TCP,151.101.250.132,13110,172.31.66.101,24884,1468
2025-11-20 18:44:02,TCP,151.101.250.132,25395,172.31.66.101,25912,1468
2025-11-20 18:44:02,TCP,151.101.250.132,14133,172.31.66.101,13619,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,13619,172.31.66.101,12856,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,202
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,742
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,28526,172.31.66.101,29797,1468
2025-11-20 18:44:02,TCP,151.101.250.132,29810,172.31.66.101,26978,1468
2025-11-20 18:44:02,TCP,151.101.250.132,25911,172.31.66.101,14646,1468
2025-11-20 18:44:02,TCP,151.101.250.132,2592,172.31.66.101,14689,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,14130,172.31.66.101,25697,1468
2025-11-20 18:44:02,TCP,151.101.250.132,27489,172.31.66.101,26469,1468
2025-11-20 18:44:02,TCP,151.101.250.132,13876,172.31.66.101,13155,1472
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,25652,172.31.66.101,14384,1468
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,8224,172.31.66.101,8224,1468
2025-11-20 18:44:02,TCP,151.101.250.132,13926,172.31.66.101,13109,1468
2025-11-20 18:44:02,TCP,151.101.250.132,12593,172.31.66.101,25653,1472
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,212
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,782
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,8291,172.31.66.101,28526,1468
2025-11-20 18:44:02,TCP,151.101.250.132,13358,172.31.66.101,26490,1468
2025-11-20 18:44:02,TCP,151.101.250.132,28526,172.31.66.101,29810,1468
2025-11-20 18:44:02,TCP,151.101.250.132,25650,172.31.66.101,25651,1468
2025-11-20 18:44:02,TCP,151.101.250.132,12387,172.31.66.101,13364,1464
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,25697,172.31.66.101,25392,1468
2025-11-20 18:44:02,TCP,151.101.250.132,27658,172.31.66.101,8294,1468
2025-11-20 18:44:02,TCP,151.101.250.132,25444,172.31.66.101,14134,1468
2025-11-20 18:44:02,TCP,151.101.250.132,12344,172.31.66.101,13600,1468
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1022
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,27843,172.31.66.101,975,1468
2025-11-20 18:44:02,TCP,151.101.250.132,12623,172.31.66.101,47853,1468
2025-11-20 18:44:02,TCP,151.101.250.132,31565,172.31.66.101,60708,1468
2025-11-20 18:44:02,TCP,151.101.250.132,59913,172.31.66.101,17620,1468
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,19910,172.31.66.101,53187,1468
2025-11-20 18:44:02,TCP,151.101.250.132,49550,172.31.66.101,28697,1468
2025-11-20 18:44:02,TCP,151.101.250.132,47845,172.31.66.101,3481,1468
2025-11-20 18:44:02,TCP,151.101.250.132,5932,172.31.66.101,31615,1468
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,58232,172.31.66.101,52882,1468
2025-11-20 18:44:02,TCP,151.101.250.132,61486,172.31.66.101,31101,1468
2025-11-20 18:44:02,TCP,151.101.250.132,31777,172.31.66.101,34220,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,40290,172.31.66.101,26026,1468
2025-11-20 18:44:02,TCP,151.101.250.132,64981,172.31.66.101,29202,1468
2025-11-20 18:44:02,TCP,151.101.250.132,52528,172.31.66.101,37066,1468
2025-11-20 18:44:02,TCP,151.101.250.132,47331,172.31.66.101,43529,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,37415,172.31.66.101,1621,1468
2025-11-20 18:44:02,TCP,151.101.250.132,5273,172.31.66.101,40849,1468
2025-11-20 18:44:02,TCP,151.101.250.132,14971,172.31.66.101,57356,1468
2025-11-20 18:44:02,TCP,151.101.250.132,11389,172.31.66.101,31110,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,22796,172.31.66.101,54114,1468
2025-11-20 18:44:02,TCP,151.101.250.132,13097,172.31.66.101,56379,1468
2025-11-20 18:44:02,TCP,151.101.250.132,2855,172.31.66.101,56740,1468
2025-11-20 18:44:02,TCP,151.101.250.132,9274,172.31.66.101,1207,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,2943,172.31.66.101,11256,1468
2025-11-20 18:44:02,TCP,151.101.250.132,23078,172.31.66.101,37092,1468
2025-11-20 18:44:02,TCP,151.101.250.132,52391,172.31.66.101,59595,1468
2025-11-20 18:44:02,TCP,151.101.250.132,45356,172.31.66.101,52511,1468
2025-11-20 18:44:02,TCP,151.101.250.132,24092,172.31.66.101,26949,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,31314,172.31.66.101,12320,1468
2025-11-20 18:44:02,TCP,151.101.250.132,58561,172.31.66.101,28262,1468
2025-11-20 18:44:02,TCP,151.101.250.132,34398,172.31.66.101,40946,1468
2025-11-20 18:44:02,TCP,151.101.250.132,28748,172.31.66.101,4402,1468
2025-11-20 18:44:02,TCP,151.101.250.132,62200,172.31.66.101,22826,1468
2025-11-20 18:44:02,TCP,151.101.250.132,34843,172.31.66.101,44647,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,60381,172.31.66.101,8267,1468
2025-11-20 18:44:02,TCP,151.101.250.132,27591,172.31.66.101,58756,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,23010,172.31.66.101,50032,1468
2025-11-20 18:44:02,TCP,151.101.250.132,1200,172.31.66.101,61897,1468
2025-11-20 18:44:02,TCP,151.101.250.132,18282,172.31.66.101,33810,1468
2025-11-20 18:44:02,TCP,151.101.250.132,2621,172.31.66.101,22746,1468
2025-11-20 18:44:02,TCP,151.101.250.132,26657,172.31.66.101,15584,1468
2025-11-20 18:44:02,TCP,151.101.250.132,40542,172.31.66.101,27822,1468
2025-11-20 18:44:02,TCP,151.101.250.132,9175,172.31.66.101,3158,1468
2025-11-20 18:44:02,TCP,151.101.250.132,54655,172.31.66.101,908,1468
2025-11-20 18:44:02,TCP,151.101.250.132,50258,172.31.66.101,28416,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,34170,172.31.66.101,28283,1468
2025-11-20 18:44:02,TCP,151.101.250.132,36898,172.31.66.101,16167,1468
2025-11-20 18:44:02,TCP,151.101.250.132,51574,172.31.66.101,36350,1468
2025-11-20 18:44:02,TCP,151.101.250.132,62045,172.31.66.101,54666,1468
2025-11-20 18:44:02,TCP,151.101.250.132,57634,172.31.66.101,40498,1468
2025-11-20 18:44:02,TCP,151.101.250.132,30869,172.31.66.101,62840,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,34704,172.31.66.101,45270,1468
2025-11-20 18:44:02,TCP,151.101.250.132,62645,172.31.66.101,25249,1468
2025-11-20 18:44:02,TCP,151.101.250.132,12894,172.31.66.101,65166,1468
2025-11-20 18:44:02,TCP,151.101.250.132,5030,172.31.66.101,34950,1468
2025-11-20 18:44:02,TCP,151.101.250.132,49059,172.31.66.101,52302,1468
2025-11-20 18:44:02,TCP,151.101.250.132,41416,172.31.66.101,31729,1468
2025-11-20 18:44:02,TCP,151.101.250.132,18049,172.31.66.101,40208,1468
2025-11-20 18:44:02,TCP,151.101.250.132,28357,172.31.66.101,4573,1468
2025-11-20 18:44:02,TCP,151.101.250.132,7919,172.31.66.101,28350,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,31274,172.31.66.101,47426,1468
2025-11-20 18:44:02,TCP,151.101.250.132,36103,172.31.66.101,33490,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,34600,172.31.66.101,51617,1468
2025-11-20 18:44:02,TCP,151.101.250.132,5705,172.31.66.101,56427,1468
2025-11-20 18:44:02,TCP,151.101.250.132,8170,172.31.66.101,55445,1468
2025-11-20 18:44:02,TCP,151.101.250.132,32035,172.31.66.101,7541,1468
2025-11-20 18:44:02,TCP,151.101.250.132,40802,172.31.66.101,28748,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,9479,172.31.66.101,47392,1468
2025-11-20 18:44:02,TCP,151.101.250.132,37054,172.31.66.101,33019,1468
2025-11-20 18:44:02,TCP,151.101.250.132,52797,172.31.66.101,32510,1468
2025-11-20 18:44:02,TCP,151.101.250.132,4956,172.31.66.101,63890,1468
2025-11-20 18:44:02,TCP,151.101.250.132,14760,172.31.66.101,59356,1468
2025-11-20 18:44:02,TCP,151.101.250.132,11901,172.31.66.101,11381,1468
2025-11-20 18:44:02,TCP,151.101.250.132,52521,172.31.66.101,31910,1468
2025-11-20 18:44:02,TCP,151.101.250.132,21778,172.31.66.101,28877,1468
2025-11-20 18:44:02,TCP,151.101.250.132,32114,172.31.66.101,35810,1468
2025-11-20 18:44:02,TCP,151.101.250.132,35765,172.31.66.101,29483,1468
2025-11-20 18:44:02,TCP,151.101.250.132,23234,172.31.66.101,36617,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,26222,172.31.66.101,35215,1468
2025-11-20 18:44:02,TCP,151.101.250.132,63291,172.31.66.101,52751,1468
2025-11-20 18:44:02,TCP,151.101.250.132,44823,172.31.66.101,23873,1468
2025-11-20 18:44:02,TCP,151.101.250.132,31580,172.31.66.101,15139,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,17266,172.31.66.101,2205,1468
2025-11-20 18:44:02,TCP,151.101.250.132,64220,172.31.66.101,25178,1468
2025-11-20 18:44:02,TCP,151.101.250.132,55030,172.31.66.101,35229,1468
2025-11-20 18:44:02,TCP,151.101.250.132,49493,172.31.66.101,33630,1468
2025-11-20 18:44:02,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:02,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:02,TCP,151.101.250.132,7672,172.31.66.101,31788,1468
2025-11-20 18:44:02,TCP,151.101.250.132,63448,172.31.66.101,28443,1468
2025-11-20 18:44:02,TCP,151.101.250.132,52984,172.31.66.101,21642,1468
2025-11-20 18:44:02,TCP,151.101.250.132,28532,172.31.66.101,13379,1468
2025-11-20 18:44:02,TCP,151.101.250.132,34910,172.31.66.101,39239,1468
2025-11-20 18:44:03,TCP,151.101.250.132,45819,172.31.66.101,46619,1468
2025-11-20 18:44:03,TCP,151.101.250.132,21284,172.31.66.101,60598,1468
2025-11-20 18:44:03,TCP,151.101.250.132,31966,172.31.66.101,27422,1468
2025-11-20 18:44:03,TCP,151.101.250.132,62322,172.31.66.101,9083,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,8998,172.31.66.101,20573,1468
2025-11-20 18:44:03,TCP,151.101.250.132,41102,172.31.66.101,51821,1468
2025-11-20 18:44:03,TCP,151.101.250.132,62436,172.31.66.101,48866,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,2929,172.31.66.101,430,1468
2025-11-20 18:44:03,TCP,151.101.250.132,32280,172.31.66.101,48624,1468
2025-11-20 18:44:03,TCP,151.101.250.132,15582,172.31.66.101,15310,1468
2025-11-20 18:44:03,TCP,151.101.250.132,3970,172.31.66.101,59316,1468
2025-11-20 18:44:03,TCP,151.101.250.132,3269,172.31.66.101,37369,1468
2025-11-20 18:44:03,TCP,151.101.250.132,54322,172.31.66.101,10373,1468
2025-11-20 18:44:03,TCP,151.101.250.132,47180,172.31.66.101,61502,1468
2025-11-20 18:44:03,TCP,151.101.250.132,24378,172.31.66.101,24413,1468
2025-11-20 18:44:03,TCP,151.101.250.132,25421,172.31.66.101,1701,1468
