Data/Hora,Protocolo,IP Origem,Porta Origem,IP Destino,Porta Destino,Tamanho
2025-11-20 18:44:03,TCP,151.101.250.132,64204,172.31.66.101,59850,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,49626,172.31.66.101,40369,1468
2025-11-20 18:44:03,TCP,151.101.250.132,16383,172.31.66.101,51838,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,47413,172.31.66.101,31003,1468
2025-11-20 18:44:03,TCP,151.101.250.132,30773,172.31.66.101,39848,1468
2025-11-20 18:44:03,TCP,151.101.250.132,2051,172.31.66.101,62999,1468
2025-11-20 18:44:03,TCP,151.101.250.132,51796,172.31.66.101,6442,1468
2025-11-20 18:44:03,TCP,151.101.250.132,35947,172.31.66.101,5083,1468
2025-11-20 18:44:03,TCP,151.101.250.132,63377,172.31.66.101,21170,1468
2025-11-20 18:44:03,TCP,151.101.250.132,54057,172.31.66.101,10853,1468
2025-11-20 18:44:03,TCP,151.101.250.132,22157,172.31.66.101,41009,1468
2025-11-20 18:44:03,TCP,151.101.250.132,11386,172.31.66.101,20520,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17017,172.31.66.101,12318,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,49871,172.31.66.101,24056,1468
2025-11-20 18:44:03,TCP,151.101.250.132,53716,172.31.66.101,42074,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,27705,172.31.66.101,14842,1468
2025-11-20 18:44:03,TCP,151.101.250.132,2292,172.31.66.101,6977,1468
2025-11-20 18:44:03,TCP,151.101.250.132,44937,172.31.66.101,1549,1468
2025-11-20 18:44:03,TCP,151.101.250.132,16900,172.31.66.101,57133,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,65418,172.31.66.101,14258,1468
2025-11-20 18:44:03,TCP,151.101.250.132,648,172.31.66.101,5653,1468
2025-11-20 18:44:03,TCP,151.101.250.132,4433,172.31.66.101,37847,1468
2025-11-20 18:44:03,TCP,151.101.250.132,54147,172.31.66.101,58225,1468
2025-11-20 18:44:03,TCP,151.101.250.132,41502,172.31.66.101,16652,1468
2025-11-20 18:44:03,TCP,151.101.250.132,18278,172.31.66.101,15326,1468
2025-11-20 18:44:03,TCP,151.101.250.132,3444,172.31.66.101,54191,1468
2025-11-20 18:44:03,TCP,151.101.250.132,1957,172.31.66.101,24039,1468
2025-11-20 18:44:03,TCP,151.101.250.132,53784,172.31.66.101,22549,1468
2025-11-20 18:44:03,TCP,151.101.250.132,26618,172.31.66.101,15692,1468
2025-11-20 18:44:03,TCP,151.101.250.132,46458,172.31.66.101,45003,1468
2025-11-20 18:44:03,TCP,151.101.250.132,6310,172.31.66.101,33570,1468
2025-11-20 18:44:03,TCP,151.101.250.132,5360,172.31.66.101,48476,1468
2025-11-20 18:44:03,TCP,151.101.250.132,63153,172.31.66.101,7046,1468
2025-11-20 18:44:03,TCP,151.101.250.132,15459,172.31.66.101,22062,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17966,172.31.66.101,29546,1468
2025-11-20 18:44:03,TCP,151.101.250.132,49461,172.31.66.101,33170,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,4486,172.31.66.101,53136,1468
2025-11-20 18:44:03,TCP,151.101.250.132,52701,172.31.66.101,61248,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,22452,172.31.66.101,26462,1468
2025-11-20 18:44:03,TCP,151.101.250.132,50193,172.31.66.101,8619,1468
2025-11-20 18:44:03,TCP,151.101.250.132,4559,172.31.66.101,48017,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,24419,172.31.66.101,32416,1468
2025-11-20 18:44:03,TCP,151.101.250.132,13780,172.31.66.101,53888,1468
2025-11-20 18:44:03,TCP,151.101.250.132,2672,172.31.66.101,61573,1468
2025-11-20 18:44:03,TCP,151.101.250.132,31491,172.31.66.101,21039,1468
2025-11-20 18:44:03,TCP,151.101.250.132,10867,172.31.66.101,14898,1468
2025-11-20 18:44:03,TCP,151.101.250.132,16270,172.31.66.101,22680,1468
2025-11-20 18:44:03,TCP,151.101.250.132,52612,172.31.66.101,31195,1468
2025-11-20 18:44:03,TCP,151.101.250.132,25103,172.31.66.101,337,1468
2025-11-20 18:44:03,TCP,151.101.250.132,20830,172.31.66.101,31389,1468
2025-11-20 18:44:03,TCP,151.101.250.132,45297,172.31.66.101,63086,1468
2025-11-20 18:44:03,TCP,151.101.250.132,20424,172.31.66.101,11184,1468
2025-11-20 18:44:03,TCP,151.101.250.132,24381,172.31.66.101,28838,1468
2025-11-20 18:44:03,TCP,151.101.250.132,32126,172.31.66.101,27649,1468
2025-11-20 18:44:03,TCP,151.101.250.132,11487,172.31.66.101,3198,1468
2025-11-20 18:44:03,TCP,151.101.250.132,13614,172.31.66.101,39058,1468
2025-11-20 18:44:03,TCP,151.101.250.132,6389,172.31.66.101,14626,1468
2025-11-20 18:44:03,TCP,151.101.250.132,58651,172.31.66.101,43337,1468
2025-11-20 18:44:03,TCP,151.101.250.132,47996,172.31.66.101,43926,1468
2025-11-20 18:44:03,TCP,151.101.250.132,26982,172.31.66.101,53506,1468
2025-11-20 18:44:03,TCP,151.101.250.132,36327,172.31.66.101,64301,1468
2025-11-20 18:44:03,TCP,151.101.250.132,27564,172.31.66.101,32510,1468
2025-11-20 18:44:03,TCP,151.101.250.132,40762,172.31.66.101,20861,952
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17442,172.31.66.101,5342,1468
2025-11-20 18:44:03,TCP,151.101.250.132,7987,172.31.66.101,47069,1468
2025-11-20 18:44:03,TCP,151.101.250.132,390,172.31.66.101,59702,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,23873,172.31.66.101,26885,1468
2025-11-20 18:44:03,TCP,151.101.250.132,29959,172.31.66.101,44020,1468
2025-11-20 18:44:03,TCP,151.101.250.132,10804,172.31.66.101,14799,1468
2025-11-20 18:44:03,TCP,151.101.250.132,29214,172.31.66.101,32338,1468
2025-11-20 18:44:03,TCP,151.101.250.132,23643,172.31.66.101,62827,1468
2025-11-20 18:44:03,TCP,151.101.250.132,25097,172.31.66.101,2112,1468
2025-11-20 18:44:03,TCP,151.101.250.132,58280,172.31.66.101,26942,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17075,172.31.66.101,49506,1468
2025-11-20 18:44:03,TCP,151.101.250.132,6009,172.31.66.101,20285,1468
2025-11-20 18:44:03,TCP,151.101.250.132,5677,172.31.66.101,59513,1468
2025-11-20 18:44:03,TCP,151.101.250.132,26223,172.31.66.101,10020,1468
2025-11-20 18:44:03,TCP,151.101.250.132,40092,172.31.66.101,38760,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,18293,172.31.66.101,33211,1468
2025-11-20 18:44:03,TCP,151.101.250.132,59538,172.31.66.101,29884,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,6909,172.31.66.101,20612,1468
2025-11-20 18:44:03,TCP,151.101.250.132,54366,172.31.66.101,29864,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,2427,172.31.66.101,64417,1468
2025-11-20 18:44:03,TCP,151.101.250.132,34767,172.31.66.101,21875,1468
2025-11-20 18:44:03,TCP,151.101.250.132,25770,172.31.66.101,16499,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,3863,172.31.66.101,7748,1468
2025-11-20 18:44:03,TCP,151.101.250.132,18220,172.31.66.101,51855,1468
2025-11-20 18:44:03,TCP,151.101.250.132,24083,172.31.66.101,626,1468
2025-11-20 18:44:03,TCP,151.101.250.132,39467,172.31.66.101,32217,1468
2025-11-20 18:44:03,TCP,151.101.250.132,63493,172.31.66.101,10913,1468
2025-11-20 18:44:03,TCP,151.101.250.132,7882,172.31.66.101,57993,1468
2025-11-20 18:44:03,TCP,151.101.250.132,52390,172.31.66.101,10519,1468
2025-11-20 18:44:03,TCP,151.101.250.132,48171,172.31.66.101,43952,1468
2025-11-20 18:44:03,TCP,151.101.250.132,57894,172.31.66.101,45539,1468
2025-11-20 18:44:03,TCP,151.101.250.132,13648,172.31.66.101,23358,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,51889,172.31.66.101,33996,1468
2025-11-20 18:44:03,TCP,151.101.250.132,24513,172.31.66.101,26368,1468
2025-11-20 18:44:03,TCP,151.101.250.132,53124,172.31.66.101,15245,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,41850,172.31.66.101,2368,1468
2025-11-20 18:44:03,TCP,151.101.250.132,1457,172.31.66.101,20215,1468
2025-11-20 18:44:03,TCP,151.101.250.132,56941,172.31.66.101,55263,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,38151,172.31.66.101,17707,1468
2025-11-20 18:44:03,TCP,151.101.250.132,47636,172.31.66.101,24888,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,2545,172.31.66.101,33263,1468
2025-11-20 18:44:03,TCP,151.101.250.132,43025,172.31.66.101,8885,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17945,172.31.66.101,44578,1468
2025-11-20 18:44:03,TCP,151.101.250.132,48818,172.31.66.101,20292,1468
2025-11-20 18:44:03,TCP,151.101.250.132,43471,172.31.66.101,44950,1468
2025-11-20 18:44:03,TCP,151.101.250.132,24984,172.31.66.101,1427,1468
2025-11-20 18:44:03,TCP,151.101.250.132,59013,172.31.66.101,30944,1468
2025-11-20 18:44:03,TCP,151.101.250.132,52412,172.31.66.101,22516,1468
2025-11-20 18:44:03,TCP,151.101.250.132,25696,172.31.66.101,20620,1468
2025-11-20 18:44:03,TCP,151.101.250.132,13707,172.31.66.101,4234,1468
2025-11-20 18:44:03,TCP,151.101.250.132,41849,172.31.66.101,62261,1468
2025-11-20 18:44:03,TCP,151.101.250.132,24187,172.31.66.101,47418,1468
2025-11-20 18:44:03,TCP,151.101.250.132,10850,172.31.66.101,8762,1468
2025-11-20 18:44:03,TCP,151.101.250.132,18250,172.31.66.101,39926,1468
2025-11-20 18:44:03,TCP,151.101.250.132,7004,172.31.66.101,63926,1468
2025-11-20 18:44:03,TCP,151.101.250.132,29361,172.31.66.101,65239,1468
2025-11-20 18:44:03,TCP,151.101.250.132,32146,172.31.66.101,14054,1468
2025-11-20 18:44:03,TCP,151.101.250.132,37344,172.31.66.101,13345,1468
2025-11-20 18:44:03,TCP,151.101.250.132,56963,172.31.66.101,46051,1468
2025-11-20 18:44:03,TCP,151.101.250.132,35175,172.31.66.101,31556,1468
2025-11-20 18:44:03,TCP,151.101.250.132,32461,172.31.66.101,15094,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,16904,172.31.66.101,42581,1468
2025-11-20 18:44:03,TCP,151.101.250.132,59692,172.31.66.101,1347,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,40025,172.31.66.101,18072,1468
2025-11-20 18:44:03,TCP,151.101.250.132,42729,172.31.66.101,63839,1468
2025-11-20 18:44:03,TCP,151.101.250.132,3785,172.31.66.101,31180,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,41241,172.31.66.101,37490,1468
2025-11-20 18:44:03,TCP,151.101.250.132,24731,172.31.66.101,26016,1468
2025-11-20 18:44:03,TCP,151.101.250.132,6203,172.31.66.101,49754,1468
2025-11-20 18:44:03,TCP,151.101.250.132,34038,172.31.66.101,29153,1468
2025-11-20 18:44:03,TCP,151.101.250.132,38392,172.31.66.101,58633,1468
2025-11-20 18:44:03,TCP,151.101.250.132,44867,172.31.66.101,63736,1468
2025-11-20 18:44:03,TCP,151.101.250.132,47240,172.31.66.101,36723,1468
2025-11-20 18:44:03,TCP,151.101.250.132,51262,172.31.66.101,57933,1468
2025-11-20 18:44:03,TCP,151.101.250.132,20492,172.31.66.101,2616,1468
2025-11-20 18:44:03,TCP,151.101.250.132,53911,172.31.66.101,28744,1468
2025-11-20 18:44:03,TCP,151.101.250.132,5273,172.31.66.101,31147,1468
2025-11-20 18:44:03,TCP,151.101.250.132,21593,172.31.66.101,21917,1468
2025-11-20 18:44:03,TCP,151.101.250.132,54327,172.31.66.101,4090,1468
2025-11-20 18:44:03,TCP,151.101.250.132,26673,172.31.66.101,14421,1468
2025-11-20 18:44:03,TCP,151.101.250.132,2428,172.31.66.101,19121,1468
2025-11-20 18:44:03,TCP,151.101.250.132,63762,172.31.66.101,31924,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17703,172.31.66.101,14981,1468
2025-11-20 18:44:03,TCP,151.101.250.132,42483,172.31.66.101,16381,1468
2025-11-20 18:44:03,TCP,151.101.250.132,38488,172.31.66.101,46388,1468
2025-11-20 18:44:03,TCP,151.101.250.132,38687,172.31.66.101,11560,1468
2025-11-20 18:44:03,TCP,151.101.250.132,9973,172.31.66.101,28793,1468
2025-11-20 18:44:03,TCP,151.101.250.132,44701,172.31.66.101,48003,952
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,37277,172.31.66.101,17131,1468
2025-11-20 18:44:03,TCP,151.101.250.132,25214,172.31.66.101,48640,1468
2025-11-20 18:44:03,TCP,151.101.250.132,8357,172.31.66.101,16222,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,42172,172.31.66.101,8629,1468
2025-11-20 18:44:03,TCP,151.101.250.132,16856,172.31.66.101,4581,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,39707,172.31.66.101,64845,1468
2025-11-20 18:44:03,TCP,151.101.250.132,11623,172.31.66.101,14652,1468
2025-11-20 18:44:03,TCP,151.101.250.132,37664,172.31.66.101,21491,1468
2025-11-20 18:44:03,TCP,151.101.250.132,5287,172.31.66.101,62617,1468
2025-11-20 18:44:03,TCP,151.101.250.132,48136,172.31.66.101,1124,1468
2025-11-20 18:44:03,TCP,151.101.250.132,33600,172.31.66.101,36310,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,35710,172.31.66.101,61356,1468
2025-11-20 18:44:03,TCP,151.101.250.132,60284,172.31.66.101,16743,1468
2025-11-20 18:44:03,TCP,151.101.250.132,7911,172.31.66.101,12591,1468
2025-11-20 18:44:03,TCP,151.101.250.132,18279,172.31.66.101,50432,1468
2025-11-20 18:44:03,TCP,151.101.250.132,48299,172.31.66.101,21098,1468
2025-11-20 18:44:03,TCP,151.101.250.132,55206,172.31.66.101,64183,1468
2025-11-20 18:44:03,TCP,151.101.250.132,8745,172.31.66.101,49785,1468
2025-11-20 18:44:03,TCP,151.101.250.132,42714,172.31.66.101,56894,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,59124,172.31.66.101,55731,1468
2025-11-20 18:44:03,TCP,151.101.250.132,26563,172.31.66.101,37386,1468
2025-11-20 18:44:03,TCP,151.101.250.132,19461,172.31.66.101,36367,1468
2025-11-20 18:44:03,TCP,151.101.250.132,45578,172.31.66.101,39906,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,55182,172.31.66.101,32827,1468
2025-11-20 18:44:03,TCP,151.101.250.132,28722,172.31.66.101,34943,1468
2025-11-20 18:44:03,TCP,151.101.250.132,3821,172.31.66.101,51834,1468
2025-11-20 18:44:03,TCP,151.101.250.132,46302,172.31.66.101,37536,1468
2025-11-20 18:44:03,TCP,151.101.250.132,9621,172.31.66.101,48950,1468
2025-11-20 18:44:03,TCP,151.101.250.132,43412,172.31.66.101,41329,1468
2025-11-20 18:44:03,TCP,151.101.250.132,18184,172.31.66.101,4194,1468
2025-11-20 18:44:03,TCP,151.101.250.132,25176,172.31.66.101,34414,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,21861,172.31.66.101,49430,1468
2025-11-20 18:44:03,TCP,151.101.250.132,64181,172.31.66.101,12726,1468
2025-11-20 18:44:03,TCP,151.101.250.132,44734,172.31.66.101,16016,1468
2025-11-20 18:44:03,TCP,151.101.250.132,39662,172.31.66.101,40134,1468
2025-11-20 18:44:03,TCP,151.101.250.132,16570,172.31.66.101,31354,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,4531,172.31.66.101,62201,1468
2025-11-20 18:44:03,TCP,151.101.250.132,63499,172.31.66.101,62820,1468
2025-11-20 18:44:03,TCP,151.101.250.132,4886,172.31.66.101,28559,1468
2025-11-20 18:44:03,TCP,151.101.250.132,12760,172.31.66.101,65464,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,3094,172.31.66.101,12514,1468
2025-11-20 18:44:03,TCP,151.101.250.132,33355,172.31.66.101,53746,1468
2025-11-20 18:44:03,TCP,151.101.250.132,42651,172.31.66.101,16557,1468
2025-11-20 18:44:03,TCP,151.101.250.132,46725,172.31.66.101,31750,1468
2025-11-20 18:44:03,TCP,151.101.250.132,31143,172.31.66.101,4889,1468
2025-11-20 18:44:03,TCP,151.101.250.132,11381,172.31.66.101,17199,1468
2025-11-20 18:44:03,TCP,151.101.250.132,16889,172.31.66.101,19099,1468
2025-11-20 18:44:03,TCP,151.101.250.132,15855,172.31.66.101,64476,1468
2025-11-20 18:44:03,TCP,151.101.250.132,37876,172.31.66.101,46344,1468
2025-11-20 18:44:03,TCP,151.101.250.132,4984,172.31.66.101,39738,1468
2025-11-20 18:44:03,TCP,151.101.250.132,63579,172.31.66.101,20216,1468
2025-11-20 18:44:03,TCP,151.101.250.132,37764,172.31.66.101,48306,1468
2025-11-20 18:44:03,TCP,151.101.250.132,37012,172.31.66.101,63616,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17096,172.31.66.101,6812,1468
2025-11-20 18:44:03,TCP,151.101.250.132,33757,172.31.66.101,566,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,29803,172.31.66.101,31769,1468
2025-11-20 18:44:03,TCP,151.101.250.132,51290,172.31.66.101,62433,1468
2025-11-20 18:44:03,TCP,151.101.250.132,39113,172.31.66.101,27762,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,39202,172.31.66.101,58980,1468
2025-11-20 18:44:03,TCP,151.101.250.132,63773,172.31.66.101,46070,1468
2025-11-20 18:44:03,TCP,151.101.250.132,38151,172.31.66.101,42023,1468
2025-11-20 18:44:03,TCP,151.101.250.132,9869,172.31.66.101,79,1468
2025-11-20 18:44:03,TCP,151.101.250.132,33164,172.31.66.101,24276,1468
2025-11-20 18:44:03,TCP,151.101.250.132,56788,172.31.66.101,58028,1468
2025-11-20 18:44:03,TCP,151.101.250.132,44458,172.31.66.101,27864,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17577,172.31.66.101,5417,1468
2025-11-20 18:44:03,TCP,151.101.250.132,63470,172.31.66.101,7519,1468
2025-11-20 18:44:03,TCP,151.101.250.132,54273,172.31.66.101,65063,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,53794,172.31.66.101,3300,1468
2025-11-20 18:44:03,TCP,151.101.250.132,45057,172.31.66.101,30839,1468
2025-11-20 18:44:03,TCP,151.101.250.132,63200,172.31.66.101,59900,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17844,172.31.66.101,56205,1468
2025-11-20 18:44:03,TCP,151.101.250.132,49480,172.31.66.101,26662,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17469,172.31.66.101,55766,1468
2025-11-20 18:44:03,TCP,151.101.250.132,63191,172.31.66.101,47700,1468
2025-11-20 18:44:03,TCP,151.101.250.132,42604,172.31.66.101,60201,1468
2025-11-20 18:44:03,TCP,151.101.250.132,59356,172.31.66.101,53270,1468
2025-11-20 18:44:03,TCP,151.101.250.132,52850,172.31.66.101,8206,1468
2025-11-20 18:44:03,TCP,151.101.250.132,2632,172.31.66.101,15894,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,62212,172.31.66.101,46482,1468
2025-11-20 18:44:03,TCP,151.101.250.132,59040,172.31.66.101,52787,1468
2025-11-20 18:44:03,TCP,151.101.250.132,8398,172.31.66.101,10166,1468
2025-11-20 18:44:03,TCP,151.101.250.132,56322,172.31.66.101,2912,1468
2025-11-20 18:44:03,TCP,151.101.250.132,30396,172.31.66.101,32677,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,46630,172.31.66.101,25441,1468
2025-11-20 18:44:03,TCP,151.101.250.132,59856,172.31.66.101,937,1468
2025-11-20 18:44:03,TCP,151.101.250.132,6698,172.31.66.101,58437,1468
2025-11-20 18:44:03,TCP,151.101.250.132,58236,172.31.66.101,51253,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,17208,172.31.66.101,5906,1468
2025-11-20 18:44:03,TCP,151.101.250.132,5516,172.31.66.101,28832,1468
2025-11-20 18:44:03,TCP,151.101.250.132,61685,172.31.66.101,16179,1468
2025-11-20 18:44:03,TCP,172.31.66.101,59632,151.101.250.132,80,40
2025-11-20 18:44:03,TCP,151.101.250.132,80,172.31.66.101,59632,1468
2025-11-20 18:44:03,TCP,151.101.250.132,45015,172.31.66.101,53442,1468
2025-11-20 18:44:03,TCP,151.101.250.132,43730,172.31.66.101,9166,1468
2025-11-20 18:44:03,TCP,151.101.250.132,3386,172.31.66.101,3803,1468
2025-11-20 18:44:03,TCP,151.101.250.132,7076,172.31.66.101,39129,1468
2025-11-20 18:44:03,TCP,151.101.250.132,31761,172.31.66.101,34696,1468
2025-11-20 18:44:03,TCP,151.101.250.132,15184,172.31.66.101,37294,1468
2025-11-20 18:44:03,TCP,151.101.250.132,1195,172.31.66.101,26130,1468
2025-11-20 18:44:03,TCP,151.101.250.132,50812,172.31.66.101,48187,1468
2025-11-20 18:44:03,TCP,151.101.250.132,26822,172.31.66.101,30247,1468
2025-11-20 18:44:03,TCP,151.101.250.132,62965,172.31.66.101,36460,1468
